ticker,direction,entryDate,exitDate,entryPrice,exitPrice,slPrice,tpPrice,R,grossR,netR,feeCostR,slippageCostR,holding_days,MaxFavorableR,MaxAdverseR,regime,exitType
AXS,LONG,2025-04-01,2025-04-07,2.98,2.37,2.37,4.79,-1.0195,-1.0,-1.0195,0.0116,0.0079,6,0.0,1.22,NEUTRAL,SL
AXS,LONG,2025-04-22,2025-04-29,2.46,2.49,1.91,4.12,0.0318,0.0495,0.0318,0.0105,0.0072,7,0.35,0.08,BULL,SIGNAL
AXS,LONG,2025-05-19,2025-05-22,3.0,3.16,2.1,5.72,0.1588,0.172,0.1588,0.0078,0.0053,3,0.18,0.11,BULL,SIGNAL
AXS,LONG,2025-05-28,2025-05-29,2.87,2.81,2.15,5.03,-0.1052,-0.0894,-0.1052,0.0094,0.0064,1,0.12,0.1,BULL,SIGNAL
AXS,LONG,2025-06-06,2025-06-09,2.38,2.55,1.84,3.98,0.3106,0.3282,0.3106,0.0105,0.0071,3,0.33,0.02,BULL,SIGNAL
AXS,LONG,2025-06-12,2025-06-23,2.44,2.26,1.85,4.19,-0.3177,-0.3012,-0.3177,0.0098,0.0067,11,0.03,0.68,BULL,SIGNAL
AXS,LONG,2025-07-02,2025-07-11,2.32,2.46,1.83,3.79,0.2644,0.2832,0.2644,0.0112,0.0076,9,0.54,0.44,BULL,SIGNAL
AXS,LONG,2025-07-15,2025-08-19,2.56,2.22,2.04,4.11,-0.6861,-0.6664,-0.6861,0.0117,0.0079,35,0.71,0.78,BULL,SIGNAL
AXS,LONG,2025-08-21,2025-09-24,2.27,2.21,1.74,3.87,-0.1374,-0.1205,-0.1374,0.0101,0.0069,34,0.7,0.24,BULL,SIGNAL
AXS,LONG,2025-10-01,2025-10-09,2.23,2.21,1.82,3.45,-0.0675,-0.0459,-0.0675,0.0129,0.0087,8,0.31,0.37,BULL,SIGNAL
AXS,LONG,2025-10-14,2025-10-16,1.75,1.58,0.93,4.2,-0.2081,-0.1997,-0.2081,0.005,0.0034,2,0.05,0.23,BULL,SIGNAL
AXS,LONG,2025-10-17,2025-10-23,1.55,1.57,0.71,4.06,0.0155,0.0228,0.0155,0.0044,0.003,6,0.15,0.08,NEUTRAL,SIGNAL
AXS,LONG,2025-10-28,2025-11-04,1.53,1.22,1.22,2.47,-1.0194,-1.0,-1.0194,0.0115,0.0078,7,0.16,1.33,BULL,SL
AXS,LONG,2025-11-05,2025-11-07,1.22,1.5,0.89,2.22,0.8333,0.8479,0.8333,0.0087,0.0059,2,0.91,0.24,NEUTRAL,SIGNAL
AXS,LONG,2025-11-10,2025-11-12,1.47,1.32,1.03,2.79,-0.3556,-0.3424,-0.3556,0.0079,0.0053,2,0.05,0.39,NEUTRAL,SIGNAL
BCH,LONG,2020-07-20,2020-07-28,222.75,286.07,201.65,286.07,2.9582,3.0,2.9582,0.0249,0.0169,8,3.44,0.03,BULL,TP
BCH,LONG,2020-07-30,2020-09-03,292.19,252.86,252.86,410.2,-1.0294,-1.0,-1.0294,0.0175,0.0119,35,0.83,1.99,BULL,SL
BCH,LONG,2020-09-04,2020-12-04,231.87,280.71,172.39,410.33,0.8055,0.821,0.8055,0.0092,0.0062,91,2.29,0.44,BULL,TIME
BCH,LONG,2020-12-07,2021-01-11,283.89,578.22,185.79,578.22,2.9885,3.0,2.9885,0.0068,0.0046,35,3.26,0.29,BULL,TP
BCH,LONG,2021-01-13,2021-04-14,495.78,818.7,255.64,1216.21,1.3365,1.3447,1.3365,0.0049,0.0033,91,1.46,0.52,BULL,TIME
BCH,LONG,2021-04-16,2021-04-23,1110.65,828.94,828.94,1955.81,-1.0156,-1.0,-1.0156,0.0093,0.0063,7,0.0,1.47,BULL,SL
BCH,LONG,2021-04-26,2021-07-26,849.47,482.88,361.85,2312.34,-0.7587,-0.7518,-0.7587,0.0041,0.0028,91,1.61,0.95,BULL,TIME
BCH,LONG,2021-08-10,2021-08-11,592.38,621.19,474.68,945.48,0.2248,0.2447,0.2248,0.0119,0.0081,1,0.34,0.01,BULL,SIGNAL
BCH,LONG,2021-08-19,2021-09-21,658.89,516.73,516.73,1085.35,-1.0184,-1.0,-1.0184,0.0109,0.0074,33,1.0,1.12,BULL,SL
BCH,LONG,2021-09-22,2021-09-29,547.65,485.42,414.91,945.84,-0.4851,-0.4688,-0.4851,0.0097,0.0066,7,0.06,0.57,NEUTRAL,SIGNAL
BCH,LONG,2021-10-27,2021-11-11,549.09,676.99,441.78,871.03,1.1716,1.1918,1.1716,0.0121,0.0082,15,1.69,0.03,BULL,SIGNAL
BCH,LONG,2021-11-18,2021-12-01,554.81,571.06,412.28,982.38,0.0986,0.114,0.0986,0.0092,0.0062,13,0.56,0.06,BULL,SIGNAL
BCH,LONG,2021-12-02,2021-12-06,561.45,446.17,446.17,907.29,-1.0193,-1.0,-1.0193,0.0115,0.0078,4,0.05,1.21,BULL,SL
BCH,LONG,2021-12-13,2021-12-15,421.66,447.72,271.9,870.97,0.1628,0.174,0.1628,0.0066,0.0045,2,0.18,0.03,NEUTRAL,SIGNAL
BCH,LONG,2021-12-17,2021-12-21,425.83,438.42,279.48,864.88,0.0745,0.086,0.0745,0.0069,0.0047,4,0.1,0.04,NEUTRAL,SIGNAL
BCH,LONG,2021-12-22,2022-01-03,438.37,434.94,357.86,679.9,-0.0641,-0.0425,-0.0641,0.0128,0.0087,12,0.46,0.21,BULL,SIGNAL
BCH,LONG,2023-02-02,2023-02-14,136.69,126.73,114.8,202.34,-0.4796,-0.4549,-0.4796,0.0147,0.01,12,0.12,0.74,BULL,SIGNAL
BCH,LONG,2023-02-16,2023-02-23,128.01,138.91,110.77,179.73,0.6027,0.6321,0.6027,0.0175,0.0119,7,1.43,0.01,BULL,SIGNAL
BCH,LONG,2023-02-27,2023-03-06,135.13,124.2,111.66,205.55,-0.4885,-0.4657,-0.4885,0.0136,0.0092,7,0.02,0.54,BULL,SIGNAL
BCH,LONG,2023-03-09,2023-03-20,110.16,130.6,92.05,164.49,1.1047,1.1288,1.1047,0.0144,0.0097,11,1.56,0.24,BULL,SIGNAL
BCH,LONG,2023-03-29,2023-04-27,123.31,117.2,101.26,189.46,-0.2994,-0.2773,-0.2994,0.0132,0.0089,29,0.51,0.44,BULL,SIGNAL
BCH,LONG,2023-05-01,2023-05-02,116.98,119.25,101.64,162.98,0.1179,0.1481,0.1179,0.018,0.0122,1,0.17,0.03,BULL,SIGNAL
BCH,LONG,2023-05-22,2023-05-23,114.77,115.65,100.17,158.57,0.0292,0.0603,0.0292,0.0186,0.0126,1,0.16,0.0,BULL,SIGNAL
BCH,LONG,2023-05-29,2023-06-12,114.98,105.99,105.99,141.96,-1.0506,-1.0,-1.0506,0.0302,0.0205,14,0.17,1.52,BULL,SL
BCH,LONG,2023-06-19,2023-06-21,106.71,136.01,91.46,152.47,1.8928,1.9205,1.8928,0.0165,0.0112,2,2.1,0.09,BULL,SIGNAL
BCH,LONG,2023-07-14,2023-07-17,264.4,242.37,192.97,478.69,-0.323,-0.3084,-0.323,0.0087,0.0059,3,0.0,0.39,BULL,SIGNAL
BCH,LONG,2023-07-20,2023-07-26,244.06,241.86,193.37,396.16,-0.0625,-0.0434,-0.0625,0.0114,0.0077,6,0.17,0.22,BULL,SIGNAL
BCH,LONG,2023-07-31,2023-08-07,248.19,237.74,215.94,344.93,-0.3544,-0.3239,-0.3544,0.0182,0.0123,7,0.01,0.9,BULL,SIGNAL
BCH,LONG,2023-08-14,2023-08-17,230.13,200.46,200.46,319.13,-1.0307,-1.0,-1.0307,0.0183,0.0124,3,0.22,1.91,BULL,SL
BCH,LONG,2023-08-22,2023-08-24,184.74,194.46,150.4,287.74,0.2619,0.2832,0.2619,0.0127,0.0086,2,0.33,0.0,NEUTRAL,SIGNAL
BCH,LONG,2023-08-28,2023-08-29,190.41,224.18,152.58,303.92,0.8725,0.8924,0.8725,0.0119,0.0081,1,0.97,0.03,NEUTRAL,SIGNAL
BCH,LONG,2023-09-01,2023-09-08,199.63,193.11,161.97,312.63,-0.1943,-0.1733,-0.1943,0.0125,0.0085,7,0.0,0.26,NEUTRAL,SIGNAL
BCH,LONG,2023-09-11,2023-10-18,183.91,227.15,148.73,289.44,1.2084,1.2291,1.2084,0.0123,0.0084,37,2.02,0.0,NEUTRAL,SIGNAL
BCH,LONG,2023-10-31,2023-12-07,244.86,246.98,203.66,368.47,0.0279,0.0515,0.0279,0.014,0.0095,37,0.44,0.73,BULL,SIGNAL
BCH,LONG,2023-12-13,2023-12-28,235.46,262.5,196.68,351.83,0.6729,0.697,0.6729,0.0143,0.0097,15,1.06,0.44,BULL,SIGNAL
BCH,LONG,2023-12-29,2024-01-11,254.51,276.53,213.93,376.25,0.5177,0.5425,0.5177,0.0148,0.01,13,0.8,0.77,BULL,SIGNAL
BCH,LONG,2024-01-17,2024-01-25,244.05,236.79,184.24,423.48,-0.1376,-0.1215,-0.1376,0.0096,0.0065,8,0.01,0.41,BULL,SIGNAL
BCH,LONG,2024-01-31,2024-02-07,234.25,240.51,205.76,319.74,0.1868,0.2194,0.1868,0.0194,0.0132,7,0.23,0.13,BULL,SIGNAL
BCH,LONG,2024-02-13,2024-02-14,270.85,281.26,236.19,374.84,0.2694,0.3003,0.2694,0.0184,0.0125,1,0.61,0.15,BULL,SIGNAL
BCH,LONG,2024-02-20,2024-02-26,265.47,274.9,217.09,410.58,0.1733,0.195,0.1733,0.013,0.0088,6,0.23,0.2,BULL,SIGNAL
BCH,LONG,2024-02-28,2024-03-04,296.79,430.38,252.26,430.38,2.9736,3.0,2.9736,0.0157,0.0107,5,4.03,0.1,BULL,TP
BCH,LONG,2024-04-11,2024-04-12,614.32,534.77,404.99,1242.31,-0.3916,-0.38,-0.3916,0.0069,0.0047,1,0.02,0.52,BULL,SIGNAL
BCH,LONG,2024-04-24,2024-04-26,479.02,482.44,300.82,1013.62,0.0085,0.0192,0.0085,0.0063,0.0043,2,0.08,0.06,BULL,SIGNAL
BCH,LONG,2024-04-30,2024-05-21,434.16,515.12,326.53,757.05,0.7362,0.7522,0.7362,0.0095,0.0065,21,0.87,0.32,BULL,SIGNAL
BCH,LONG,2024-05-23,2024-05-30,490.9,465.23,403.09,754.35,-0.3145,-0.2924,-0.3145,0.0132,0.0089,7,0.13,0.35,BULL,SIGNAL
BCH,LONG,2024-05-31,2024-06-04,454.9,477.09,380.78,677.27,0.2751,0.2994,0.2751,0.0145,0.0098,4,0.33,0.0,BULL,SIGNAL
BCH,LONG,2024-06-12,2024-06-18,454.11,384.66,384.66,662.45,-1.0259,-1.0,-1.0259,0.0154,0.0105,6,0.02,1.16,BULL,SL
BCH,LONG,2024-06-19,2024-07-05,388.66,309.1,309.1,627.33,-1.0193,-1.0,-1.0193,0.0115,0.0078,16,0.22,1.24,BULL,SL
BCH,LONG,2024-07-08,2024-07-19,333.33,391.83,248.41,588.09,0.6733,0.6888,0.6733,0.0093,0.0063,11,0.83,0.07,NEUTRAL,SIGNAL
BCH,LONG,2024-07-23,2024-08-01,366.5,413.15,286.13,607.59,0.5624,0.5805,0.5624,0.0108,0.0073,9,1.14,0.24,BULL,SIGNAL
BCH,LONG,2024-08-05,2024-09-24,309.96,348.15,206.88,619.17,0.3587,0.3706,0.3587,0.0071,0.0048,50,0.58,0.22,NEUTRAL,SIGNAL
BCH,LONG,2024-10-18,2024-10-21,367.14,363.78,315.05,523.41,-0.0925,-0.0646,-0.0925,0.0166,0.0113,3,0.21,0.16,BULL,SIGNAL
BCH,LONG,2024-10-24,2024-10-29,367.39,385.38,305.72,552.41,0.2682,0.2918,0.2682,0.0141,0.0095,5,0.34,0.37,BULL,SIGNAL
BCH,LONG,2024-10-31,2024-11-01,358.22,349.6,297.63,539.99,-0.1657,-0.1423,-0.1657,0.014,0.0095,1,0.02,0.23,BULL,SIGNAL
BCH,LONG,2024-11-04,2024-11-06,329.09,378.5,264.42,523.1,0.7439,0.7641,0.7439,0.012,0.0081,2,0.83,0.03,BULL,SIGNAL
BCH,LONG,2024-11-07,2024-11-14,377.69,414.58,308.03,586.67,0.5081,0.5296,0.5081,0.0128,0.0087,7,1.43,0.17,BULL,SIGNAL
BCH,LONG,2024-12-03,2024-12-10,583.97,516.68,430.65,1043.92,-0.454,-0.4389,-0.454,0.009,0.0061,7,0.36,0.63,BULL,SIGNAL
BCH,LONG,2024-12-11,2025-01-20,547.31,431.22,379.27,1051.42,-0.7038,-0.6909,-0.7038,0.0077,0.0052,40,0.1,0.93,BULL,SIGNAL
BCH,LONG,2025-01-27,2025-01-29,426.98,414.93,326.39,728.74,-0.1366,-0.1198,-0.1366,0.01,0.0068,2,0.04,0.22,BULL,SIGNAL
BCH,LONG,2025-01-30,2025-02-03,434.87,335.2,335.2,733.88,-1.0173,-1.0,-1.0173,0.0103,0.007,4,0.1,1.46,BULL,SL
BCH,LONG,2025-02-11,2025-02-12,331.4,343.05,236.44,616.28,0.1088,0.1227,0.1088,0.0082,0.0056,1,0.16,0.08,BULL,SIGNAL
BCH,LONG,2025-02-17,2025-02-25,323.64,291.61,261.56,509.88,-0.5366,-0.5159,-0.5366,0.0123,0.0083,8,0.16,0.75,BULL,SIGNAL
BCH,LONG,2025-03-25,2025-04-07,335.67,282.34,282.34,495.65,-1.0249,-1.0,-1.0249,0.0149,0.0101,13,0.09,1.59,BULL,SL
BCH,LONG,2025-05-02,2025-05-08,382.88,421.63,320.34,570.47,0.5955,0.6198,0.5955,0.0144,0.0098,6,0.69,0.53,BULL,SIGNAL
BCH,LONG,2025-06-05,2025-06-06,385.59,396.13,323.26,572.56,0.1446,0.1691,0.1446,0.0146,0.0099,1,0.22,0.07,BULL,SIGNAL
BCH,LONG,2025-06-19,2025-06-20,498.57,473.86,408.63,768.37,-0.2967,-0.2747,-0.2967,0.0131,0.0089,1,0.02,0.28,BULL,SIGNAL
BCH,LONG,2025-06-26,2025-06-30,489.63,506.03,385.21,802.9,0.1385,0.157,0.1385,0.0111,0.0075,4,0.29,0.04,BULL,SIGNAL
BCH,LONG,2025-08-01,2025-08-04,535.58,574.11,422.3,875.4,0.3214,0.3401,0.3214,0.0112,0.0076,3,0.38,0.0,BULL,SIGNAL
BCH,LONG,2025-08-05,2025-08-08,551.39,586.45,432.29,908.69,0.2761,0.2944,0.2761,0.0109,0.0074,3,0.31,0.02,BULL,SIGNAL
BCH,LONG,2025-08-29,2025-09-01,531.12,544.57,448.97,777.58,0.1381,0.1637,0.1381,0.0153,0.0103,3,0.24,0.01,BULL,SIGNAL
BCH,LONG,2025-09-03,2025-09-05,603.5,606.77,512.73,875.8,0.0097,0.036,0.0097,0.0157,0.0106,2,0.17,0.21,BULL,SIGNAL
BCH,LONG,2025-09-22,2025-09-30,567.73,560.04,499.05,773.76,-0.1446,-0.1119,-0.1446,0.0195,0.0132,8,0.03,0.47,BULL,SIGNAL
BCH,LONG,2025-10-07,2025-10-10,576.84,510.91,510.91,774.64,-1.0346,-1.0,-1.0346,0.0206,0.014,3,0.31,1.39,BULL,SL
BCH,LONG,2025-10-14,2025-10-22,538.92,473.43,421.83,890.2,-0.5776,-0.5593,-0.5776,0.0109,0.0074,8,0.05,0.72,BULL,SIGNAL
BCH,LONG,2025-10-27,2025-10-28,555.94,557.84,455.39,857.59,-0.003,0.0189,-0.003,0.013,0.0088,1,0.14,0.04,BULL,SIGNAL
BCH,LONG,2025-11-04,2025-11-10,481.15,517.17,380.29,783.75,0.3382,0.3571,0.3382,0.0113,0.0076,6,0.42,0.18,NEUTRAL,SIGNAL
BNB,LONG,2020-08-03,2020-09-14,22.06,32.54,18.56,32.54,2.975,3.0,2.975,0.0149,0.0101,42,3.27,0.59,BULL,TP
BNB,LONG,2020-09-15,2020-12-15,27.2,29.55,16.1,60.5,0.2015,0.2112,0.2015,0.0058,0.0039,91,0.73,0.42,BULL,TIME
BNB,LONG,2020-12-21,2021-02-01,32.27,50.49,26.2,50.49,2.979,3.0,2.979,0.0125,0.0085,42,3.27,0.36,BULL,TP
BNB,LONG,2021-02-02,2021-02-09,51.06,84.04,40.06,84.04,2.9816,3.0,2.9816,0.011,0.0074,7,5.83,0.1,BULL,TP
BNB,LONG,2021-04-07,2021-05-24,374.66,264.56,264.56,704.94,-1.0135,-1.0,-1.0135,0.008,0.0054,47,2.87,1.05,BULL,SL
BNB,LONG,2021-05-25,2021-08-24,344.11,471.6,18.67,1320.44,0.3875,0.3917,0.3875,0.0025,0.0017,91,0.51,0.36,NEUTRAL,TIME
BNB,LONG,2021-09-07,2021-10-18,417.51,485.11,302.62,762.19,0.574,0.5884,0.574,0.0086,0.0058,41,0.61,0.76,BULL,SIGNAL
BNB,LONG,2021-10-27,2021-11-01,449.01,551.26,371.83,680.55,1.3018,1.3248,1.3018,0.0137,0.0093,5,1.34,0.02,BULL,SIGNAL
BNB,LONG,2021-11-03,2022-01-03,568.58,512.14,465.76,877.03,-0.5709,-0.549,-0.5709,0.0131,0.0088,61,0.91,0.64,BULL,SIGNAL
BNB,LONG,2022-01-04,2022-01-10,507.51,437.52,437.52,717.45,-1.0287,-1.0,-1.0287,0.0171,0.0116,6,0.11,1.41,NEUTRAL,SL
BNB,LONG,2022-01-12,2022-01-21,487.01,390.76,390.76,775.74,-1.02,-1.0,-1.02,0.0119,0.0081,9,0.12,1.15,NEUTRAL,SL
BNB,LONG,2023-01-26,2023-02-07,304.87,333.23,257.76,446.17,0.5765,0.6021,0.5765,0.0153,0.0104,12,0.63,0.1,BULL,SIGNAL
BNB,LONG,2023-02-15,2023-02-21,317.17,311.47,268.15,464.22,-0.1419,-0.1162,-0.1419,0.0153,0.0104,6,0.19,0.28,BULL,SIGNAL
BNB,LONG,2023-02-27,2023-03-06,304.86,288.05,267.3,417.53,-0.4795,-0.4473,-0.4795,0.0192,0.013,7,0.04,0.56,BULL,SIGNAL
BNB,LONG,2023-03-08,2023-03-17,286.87,339.08,261.49,363.01,2.0125,2.0573,2.0125,0.0267,0.0181,9,2.1,0.83,BULL,SIGNAL
BNB,LONG,2023-03-27,2023-04-20,310.95,317.89,262.15,457.36,0.117,0.1422,0.117,0.015,0.0102,24,0.8,0.21,BULL,SIGNAL
BNB,LONG,2023-04-24,2023-04-25,331.25,338.33,291.79,449.6,0.1462,0.1795,0.1462,0.0198,0.0134,1,0.21,0.06,BULL,SIGNAL
BNB,LONG,2023-05-15,2023-05-16,313.53,311.38,291.51,379.58,-0.154,-0.0976,-0.154,0.0336,0.0228,1,0.02,0.17,BULL,SIGNAL
BNB,LONG,2023-05-19,2023-05-30,308.96,311.68,286.92,375.09,0.0679,0.1234,0.0679,0.0331,0.0224,11,0.36,0.32,BULL,SIGNAL
BNB,LONG,2023-05-31,2023-06-05,306.87,287.48,287.48,365.04,-1.0627,-1.0,-1.0627,0.0373,0.0253,5,0.08,1.75,BULL,SL
BNB,LONG,2023-06-06,2023-06-12,281.5,255.59,255.59,359.21,-1.043,-1.0,-1.043,0.0256,0.0174,6,0.0,2.29,BULL,SL
BNB,LONG,2023-06-15,2023-07-25,236.28,237.81,189.37,377.02,0.0126,0.0326,0.0126,0.0119,0.0081,40,0.53,0.2,BULL,SIGNAL
BNB,LONG,2023-07-27,2023-08-17,240.5,221.13,221.13,298.6,-1.0492,-1.0,-1.0492,0.0293,0.0199,21,0.41,1.34,BULL,SL
BNB,LONG,2023-08-18,2023-10-25,216.11,222.18,199.86,264.86,0.3207,0.3734,0.3207,0.0314,0.0213,68,1.27,0.77,NEUTRAL,SIGNAL
BNB,LONG,2023-10-31,2023-12-05,226.44,231.26,204.77,291.45,0.1811,0.2225,0.1811,0.0247,0.0167,35,2.01,0.17,BULL,SIGNAL
BNB,LONG,2023-12-06,2023-12-07,229.42,232.98,210.3,286.79,0.1383,0.1858,0.1383,0.0283,0.0192,1,0.27,0.01,BULL,SIGNAL
BNB,LONG,2023-12-11,2023-12-14,246.42,253.54,224.64,311.75,0.2822,0.327,0.2822,0.0267,0.0181,3,0.47,0.07,BULL,SIGNAL
BNB,LONG,2024-01-01,2024-01-02,314.41,312.1,261.97,471.73,-0.0677,-0.0439,-0.0677,0.0141,0.0096,1,0.12,0.12,BULL,SIGNAL
BNB,LONG,2024-01-10,2024-01-11,305.1,308.7,253.81,458.97,0.0467,0.0703,0.0467,0.014,0.0095,1,0.23,0.05,BULL,SIGNAL
BNB,LONG,2024-01-12,2024-01-18,296.63,313.29,244.44,453.21,0.2967,0.3192,0.2967,0.0134,0.0091,6,0.44,0.0,BULL,SIGNAL
BNB,LONG,2024-02-21,2024-03-01,378.54,407.81,333.01,515.12,0.61,0.643,0.61,0.0196,0.0133,9,1.07,0.2,BULL,SIGNAL
BNB,LONG,2024-03-06,2024-03-08,429.01,488.09,354.3,653.14,0.7681,0.7908,0.7681,0.0136,0.0092,2,0.81,0.07,BULL,SIGNAL
BNB,LONG,2024-03-13,2024-03-18,630.56,554.56,513.83,980.75,-0.6725,-0.6511,-0.6725,0.0127,0.0086,5,0.03,0.77,BULL,SIGNAL
BNB,LONG,2024-03-21,2024-03-25,553.25,587.43,382.02,1066.94,0.1868,0.1996,0.1868,0.0076,0.0052,4,0.26,0.1,BULL,SIGNAL
BNB,LONG,2024-04-04,2024-04-08,585.44,586.9,489.34,873.75,-0.0089,0.0152,-0.0089,0.0144,0.0097,4,0.16,0.2,BULL,SIGNAL
BNB,LONG,2024-05-02,2024-05-03,560.53,587.01,476.82,811.64,0.2899,0.3164,0.2899,0.0158,0.0107,1,0.36,0.01,BULL,SIGNAL
BNB,LONG,2024-05-06,2024-05-13,588.48,591.61,513.36,813.83,0.0107,0.0417,0.0107,0.0185,0.0125,7,0.19,0.18,BULL,SIGNAL
BNB,LONG,2024-05-14,2024-05-23,566.71,598.67,499.07,769.63,0.4394,0.4726,0.4394,0.0198,0.0134,9,0.93,0.08,BULL,SIGNAL
BNB,LONG,2024-05-27,2024-07-01,603.53,576.69,536.46,804.72,-0.4359,-0.4002,-0.4359,0.0212,0.0144,35,1.75,0.75,BULL,SIGNAL
BNB,LONG,2024-07-03,2024-07-05,556.58,500.49,500.49,724.84,-1.0393,-1.0,-1.0393,0.0234,0.0159,2,0.01,1.78,BULL,SL
BNB,LONG,2024-07-09,2024-07-24,516.57,574.58,425.66,789.3,0.6156,0.6381,0.6156,0.0134,0.0091,15,0.97,0.05,NEUTRAL,SIGNAL
BNB,LONG,2024-07-26,2024-08-05,581.08,510.82,510.82,791.85,-1.0328,-1.0,-1.0328,0.0195,0.0132,10,0.22,2.47,BULL,SL
BNB,LONG,2024-08-07,2024-10-15,474.22,594.19,375.23,771.21,1.1929,1.2118,1.1929,0.0113,0.0077,69,1.43,0.05,NEUTRAL,SIGNAL
BNB,LONG,2024-10-16,2024-10-17,600.82,592.04,544.27,770.46,-0.1973,-0.1552,-0.1973,0.0251,0.017,1,0.09,0.27,BULL,SIGNAL
BNB,LONG,2024-11-13,2024-11-15,621.0,618.87,521.38,919.86,-0.0461,-0.0214,-0.0461,0.0147,0.01,2,0.39,0.17,BULL,SIGNAL
BNB,LONG,2024-12-03,2024-12-06,737.7,732.01,602.39,1143.61,-0.0636,-0.0421,-0.0636,0.0129,0.0087,3,0.41,0.31,BULL,SIGNAL
BNB,LONG,2024-12-10,2024-12-12,676.98,705.94,521.7,1142.82,0.1692,0.1865,0.1692,0.0103,0.007,2,0.31,0.11,BULL,SIGNAL
BNB,LONG,2024-12-17,2024-12-23,716.68,693.0,579.7,1127.64,-0.1936,-0.1729,-0.1936,0.0123,0.0084,6,0.04,0.71,BULL,SIGNAL
BNB,LONG,2025-01-02,2025-01-03,705.68,713.64,601.05,1019.55,0.0494,0.0761,0.0494,0.0159,0.0108,1,0.09,0.08,BULL,SIGNAL
BNB,LONG,2025-01-07,2025-01-15,697.37,714.03,613.71,948.34,0.1661,0.1991,0.1661,0.0197,0.0133,8,0.21,0.45,BULL,SIGNAL
BNB,LONG,2025-01-27,2025-01-29,679.79,667.69,600.94,916.35,-0.1877,-0.1536,-0.1877,0.0203,0.0138,2,0.04,0.26,BULL,SIGNAL
BNB,LONG,2025-02-13,2025-02-14,668.28,658.04,511.9,1137.41,-0.0824,-0.0654,-0.0824,0.0101,0.0068,1,0.1,0.1,BULL,SIGNAL
BNB,LONG,2025-02-20,2025-02-25,657.2,622.94,533.23,1029.12,-0.2973,-0.2763,-0.2973,0.0125,0.0085,5,0.09,0.55,BULL,SIGNAL
BNB,LONG,2025-03-04,2025-03-17,583.59,631.36,469.69,925.28,0.3992,0.4195,0.3992,0.0121,0.0082,13,0.52,0.65,BULL,SIGNAL
BNB,LONG,2025-03-20,2025-03-24,629.94,636.64,523.79,948.39,0.0396,0.0631,0.0396,0.014,0.0095,4,0.09,0.1,NEUTRAL,SIGNAL
BNB,LONG,2025-04-04,2025-04-07,597.58,530.28,530.28,799.47,-1.0352,-1.0,-1.0352,0.021,0.0142,3,0.0,1.11,NEUTRAL,SL
BNB,LONG,2025-04-22,2025-04-23,618.83,605.82,565.4,779.11,-0.2894,-0.2435,-0.2894,0.0273,0.0185,1,0.02,0.32,BULL,SIGNAL
BNB,LONG,2025-04-28,2025-04-29,606.36,601.03,565.54,728.85,-0.1895,-0.1307,-0.1895,0.0351,0.0238,1,0.1,0.19,BULL,SIGNAL
BNB,LONG,2025-05-01,2025-05-02,599.92,601.16,559.29,721.81,-0.0278,0.0307,-0.0278,0.0348,0.0236,1,0.09,0.1,BULL,SIGNAL
BNB,LONG,2025-05-08,2025-05-21,628.66,673.15,587.81,751.23,1.0279,1.0888,1.0279,0.0363,0.0246,13,1.51,0.12,BULL,SIGNAL
BNB,LONG,2025-05-28,2025-06-10,687.41,673.61,624.32,876.66,-0.2618,-0.2187,-0.2618,0.0257,0.0174,13,0.05,0.96,BULL,SIGNAL
BNB,LONG,2025-06-17,2025-06-18,648.51,644.81,590.3,823.15,-0.1077,-0.0636,-0.1077,0.0263,0.0178,1,0.08,0.18,BULL,SIGNAL
BNB,LONG,2025-06-23,2025-06-26,641.3,642.41,583.7,814.1,-0.0247,0.0194,-0.0247,0.0263,0.0178,3,0.16,0.08,BULL,SIGNAL
BNB,LONG,2025-07-08,2025-07-14,660.76,689.42,629.62,754.19,0.8361,0.9201,0.8361,0.0501,0.0339,6,1.48,0.04,BULL,SIGNAL
BNB,LONG,2025-07-28,2025-08-04,822.02,769.06,704.78,1173.73,-0.4795,-0.4517,-0.4795,0.0165,0.0112,7,0.11,0.65,BULL,SIGNAL
BNB,LONG,2025-08-19,2025-08-25,823.57,840.17,725.51,1117.74,0.1361,0.1693,0.1361,0.0198,0.0134,6,0.78,0.04,BULL,SIGNAL
BNB,LONG,2025-09-16,2025-09-18,955.71,981.84,886.16,1164.37,0.3212,0.3756,0.3212,0.0324,0.022,2,0.71,0.11,BULL,SIGNAL
BNB,LONG,2025-09-23,2025-10-01,1017.02,1026.17,891.57,1393.38,0.0408,0.0729,0.0408,0.0191,0.013,8,0.15,0.67,BULL,SIGNAL
BNB,LONG,2025-10-03,2025-10-08,1189.92,1306.6,1008.8,1733.27,0.6182,0.6442,0.6182,0.0155,0.0105,5,0.81,0.14,BULL,SIGNAL
BNB,LONG,2025-10-09,2025-10-10,1255.89,1049.94,1049.94,1873.76,-1.0241,-1.0,-1.0241,0.0144,0.0098,1,0.1,1.42,BULL,SL
BNB,LONG,2025-10-13,2025-10-17,1293.47,1071.96,935.82,2366.42,-0.6337,-0.6194,-0.6337,0.0085,0.0058,4,0.06,0.75,BULL,SIGNAL
BNB,LONG,2025-10-20,2025-10-23,1101.06,1127.57,694.12,2321.88,0.0544,0.0651,0.0544,0.0064,0.0043,3,0.12,0.12,BULL,SIGNAL
