ticker,entry_date,exit_date,holding_days,pnl_pct,pnl_dollars,R,MaxFavorableR,MaxAdverseR,regime
RENDER,2021-10-28,2021-11-03,6,0.018797061058471246,1879.7061058471245,3.76,3.88,-0.94,BULL
SNX,2021-10-31,2021-11-03,3,0.007170116986291108,717.0116986291108,1.43,1.43,0.0,BULL
TRX,2021-10-25,2021-11-03,9,0.0030346076930717054,303.46076930717055,0.61,0.78,-1.27,BULL
AAVE,2021-11-03,2021-11-06,3,-0.0010602617372504543,-106.02617372504544,-0.21,0.35,-0.21,BULL
ADA,2021-10-31,2021-11-06,6,0.0012935641833233004,129.35641833233004,0.26,0.61,-0.09,BULL
BCH,2021-10-28,2021-11-06,9,0.0010434098682043018,104.34098682043017,0.21,0.66,0.0,BULL
CAKE,2021-11-03,2021-11-06,3,0.0008179318180552564,81.79318180552563,0.16,0.32,-0.08,BULL
DOT,2021-10-22,2021-11-06,15,0.011246416945634465,1124.6416945634464,2.25,2.69,-0.91,BULL
ETC,2021-10-31,2021-11-06,6,-0.0016430715214320228,-164.30715214320227,-0.33,0.26,-0.33,BULL
FIL,2021-11-03,2021-11-06,3,-0.002220421830951174,-222.0421830951174,-0.44,0.0,-0.44,BULL
GAS,2021-11-03,2021-11-06,3,-0.0008332350833501721,-83.32350833501721,-0.17,0.05,-0.17,BULL
ROSE,2021-11-03,2021-11-06,3,-0.004773743073432217,-477.37430734322174,-0.95,0.0,-1.14,BULL
XRP,2021-11-03,2021-11-06,3,-0.003312053966701543,-331.2053966701543,-0.66,0.0,-0.66,BULL
ATOM,2021-11-03,2021-11-09,6,-0.0042773708084441996,-427.73708084441995,-0.86,0.0,-0.9,BULL
AVAX,2021-11-06,2021-11-09,3,0.00958115544079776,958.115544079776,1.92,2.41,0.0,BULL
POL,2021-11-06,2021-11-09,3,0.0062235288379863035,622.3528837986304,1.24,1.24,0.0,BULL
TRX,2021-11-06,2021-11-09,3,0.008193005380708464,819.3005380708464,1.64,1.64,0.0,BULL
VTHO,2021-11-03,2021-11-09,6,0.007247012012834406,724.7012012834406,1.45,2.0,0.0,BULL
BCH,2021-11-09,2021-11-12,3,-0.004197591245143394,-419.7591245143394,-0.84,0.0,-0.87,BULL
BTC,2021-10-22,2021-11-12,21,0.00376431143632379,376.43114363237896,0.75,1.46,-0.5,BULL
RENDER,2021-11-09,2021-11-12,3,0.024180640536540992,2418.064053654099,4.84,4.84,0.0,BULL
STORJ,2021-11-03,2021-11-12,9,-0.0036911502781350027,-369.11502781350026,-0.74,0.0,-1.87,BULL
VET,2021-11-06,2021-11-12,6,-0.0008944867601991227,-89.44867601991227,-0.18,1.46,-0.54,BULL
XRP,2021-11-09,2021-11-12,3,-0.004370576016817283,-437.0576016817283,-0.87,0.0,-0.87,BULL
DASH,2021-11-09,2021-11-15,6,-0.0031138999241644354,-311.38999241644353,-0.62,0.0,-1.0,BULL
DUSK,2021-11-06,2021-11-15,9,0.03990545440366166,3990.545440366166,7.98,9.2,0.0,BULL
HBAR,2021-11-06,2021-11-15,9,0.008539253336028497,853.9253336028497,1.71,2.73,0.0,BULL
INJ,2021-11-09,2021-11-15,6,0.0009642158637154386,96.42158637154387,0.19,0.39,-1.0,BULL
LINK,2021-11-06,2021-11-15,9,-0.00018381579027572717,-18.381579027572716,-0.04,1.33,-0.04,BULL
LPT,2021-11-12,2021-11-15,3,0.007646867100896441,764.6867100896442,1.53,2.17,0.0,BULL
LTC,2021-11-09,2021-11-15,6,-3.537878857445831e-05,-3.537878857445831,-0.01,0.72,-0.57,BULL
NEAR,2021-11-12,2021-11-15,3,-0.001748471794815055,-174.8471794815055,-0.35,0.46,-0.35,BULL
UMA,2021-11-12,2021-11-15,3,0.012754413640299705,1275.4413640299704,2.55,2.55,-0.65,BULL
ZEC,2021-11-09,2021-11-15,6,-0.0012133998569361468,-121.33998569361468,-0.24,0.43,-1.3,BULL
AAVE,2021-11-15,2021-11-18,3,-0.008437657472096335,-843.7657472096336,-1.69,0.0,-1.69,BULL
ADA,2021-11-15,2021-11-18,3,-0.008070230848664288,-807.0230848664288,-1.61,0.0,-1.61,BULL
AR,2021-11-15,2021-11-18,3,-0.01311548871566399,-1311.548871566399,-2.62,0.0,-2.62,BULL
AXS,2021-11-15,2021-11-18,3,-0.008204929506776216,-820.4929506776216,-1.64,0.0,-1.64,BULL
CAKE,2021-11-12,2021-11-18,6,-0.013747469087050879,-1374.746908705088,-2.75,0.17,-2.75,BULL
COTI,2021-11-15,2021-11-18,3,-0.011023811211204517,-1102.3811211204518,-2.2,0.0,-2.2,BULL
DOT,2021-11-09,2021-11-18,9,-0.015380956090001929,-1538.095609000193,-3.08,0.0,-3.08,BULL
FIL,2021-11-15,2021-11-18,3,-0.012231888174731417,-1223.1888174731416,-2.45,0.0,-2.45,BULL
GAS,2021-11-15,2021-11-18,3,-0.0038074115032356855,-380.74115032356855,-0.76,0.34,-0.76,BULL
RUNE,2021-11-12,2021-11-18,6,-0.012190889143601658,-1219.0889143601657,-2.44,1.05,-2.44,BULL
SNX,2021-11-15,2021-11-18,3,-0.009708201277620038,-970.8201277620037,-1.94,0.0,-1.94,BULL
VTHO,2021-11-15,2021-11-18,3,-0.011663571745250654,-1166.3571745250654,-2.33,0.0,-2.33,BULL
BNB,2021-11-18,2021-11-21,3,0.009024457973690026,902.4457973690025,1.8,2.4,0.0,BULL
INJ,2021-11-18,2021-11-21,3,0.0132192326238296,1321.92326238296,2.64,2.64,0.0,BULL
LTC,2021-11-18,2021-11-21,3,0.008239567539888694,823.9567539888694,1.65,2.13,0.0,BULL
POL,2021-11-15,2021-11-21,6,-0.005083875206211612,-508.3875206211612,-1.02,0.0,-1.02,BULL
SOL,2021-11-18,2021-11-21,3,0.015331818878262696,1533.1818878262695,3.07,3.07,0.0,BULL
UMA,2021-11-18,2021-11-21,3,-0.0008277824583415353,-82.77824583415352,-0.17,0.85,-0.17,BULL
XLM,2021-11-12,2021-11-21,9,-0.006707245452969443,-670.7245452969443,-1.34,0.0,-2.0,BULL
AVAX,2021-11-18,2021-11-24,6,0.018586647985498965,1858.6647985498964,3.72,6.02,0.0,BULL
GAS,2021-11-21,2021-11-24,3,-0.0048267046135874415,-482.67046135874415,-0.97,0.0,-0.97,BULL
LPT,2021-11-18,2021-11-24,6,0.002193373359338958,219.33733593389582,0.44,3.1,0.0,BULL
STORJ,2021-11-21,2021-11-24,3,0.0034956759886153885,349.56759886153884,0.7,0.73,-0.28,BULL
TON,2021-11-21,2021-11-24,3,-0.003769156200458857,-376.9156200458857,-0.75,0.0,-0.89,BULL
UNI,2021-10-31,2021-11-24,24,-0.11012599339775841,-11012.599339775841,-22.03,0.0,-22.03,BULL
ZEC,2021-11-21,2021-11-24,3,0.007889021774620563,788.9021774620563,1.58,1.58,-2.4,BULL
ZEN,2021-11-21,2021-11-24,3,0.0021059385131207706,210.59385131207705,0.42,0.42,-2.21,BULL
ATOM,2021-11-24,2021-11-27,3,-0.008720681313275408,-872.0681313275409,-1.74,0.0,-1.74,BULL
BNB,2021-11-24,2021-11-27,3,0.002103968653736808,210.3968653736808,0.42,0.49,0.0,BULL
CHZ,2021-11-24,2021-11-27,3,0.003467774213284906,346.7774213284906,0.69,2.48,0.0,BULL
DASH,2021-11-24,2021-11-27,3,-0.0027162039746167757,-271.62039746167756,-0.54,1.17,-0.56,BULL
FIL,2021-11-24,2021-11-27,3,0.008953474530392146,895.3474530392147,1.79,1.79,-0.16,BULL
POL,2021-11-24,2021-11-27,3,-0.007354495125003801,-735.44951250038,-1.47,0.0,-1.47,BULL
SNX,2021-11-24,2021-11-27,3,-0.0024319146145513194,-243.19146145513193,-0.49,0.0,-1.03,BULL
VTHO,2021-11-24,2021-11-27,3,-0.004506462546228112,-450.6462546228112,-0.9,0.01,-1.23,BULL
XLM,2021-11-24,2021-11-27,3,-0.0013900042238647577,-139.00042238647578,-0.28,0.0,-0.28,BULL
AAVE,2021-11-27,2021-11-30,3,0.007219681322907293,721.9681322907293,1.44,1.44,0.0,BULL
ADA,2021-11-24,2021-11-30,6,-0.005462595672832811,-546.2595672832811,-1.09,0.0,-1.32,BULL
BCH,2021-11-24,2021-11-30,6,0.001274936105188734,127.4936105188734,0.25,1.15,-0.07,BULL
BTC,2021-11-27,2021-11-30,3,0.0026768951714948148,267.6895171494815,0.54,0.73,0.0,BULL
CAKE,2021-11-24,2021-11-30,6,-0.002661391665296611,-266.1391665296611,-0.53,0.0,-1.73,BULL
CRV,2021-11-27,2021-11-30,3,0.0023298014009313158,232.98014009313158,0.47,0.47,-0.43,BULL
DOT,2021-11-27,2021-11-30,3,0.005768319577910556,576.8319577910556,1.15,1.15,0.0,BULL
LINK,2021-11-24,2021-11-30,6,-0.0022645290454759988,-226.45290454759987,-0.45,0.0,-1.22,BULL
LTC,2021-11-27,2021-11-30,3,0.0042150203887201905,421.50203887201906,0.84,0.84,0.0,BULL
NEAR,2021-11-27,2021-11-30,3,0.0036039904838132287,360.39904838132287,0.72,0.72,0.0,BULL
RUNE,2021-11-21,2021-11-30,9,0.003778439016291296,377.8439016291296,0.76,1.08,-1.09,BULL
SOL,2021-11-27,2021-11-30,3,0.0047821944411398625,478.21944411398624,0.96,0.96,0.0,BULL
VET,2021-11-27,2021-11-30,3,0.0024864717984426216,248.64717984426215,0.5,0.72,0.0,BULL
ZEN,2021-11-27,2021-11-30,3,0.004901498156906403,490.14981569064025,0.98,1.01,0.0,BULL
ETH,2021-11-24,2021-12-03,9,-0.0002872816888402673,-28.72816888402673,-0.06,1.11,-0.64,BULL
XLM,2021-11-30,2021-12-03,3,-0.015827401325218142,-1582.7401325218143,-3.17,0.67,-3.17,BULL
AAVE,2021-12-03,2021-12-06,3,-0.013215704409990979,-1321.5704409990979,-2.64,0.0,-2.64,BULL
AR,2021-12-03,2021-12-06,3,-0.008069674981971506,-806.9674981971507,-1.61,0.0,-2.16,BULL
ATOM,2021-12-03,2021-12-06,3,-0.02011235499728429,-2011.235499728429,-4.02,0.0,-4.02,BULL
BCH,2021-12-03,2021-12-06,3,-0.007004132064702838,-700.4132064702839,-1.4,0.0,-2.0,BULL
POL,2021-12-03,2021-12-06,3,2.2547125282395934e-05,2.2547125282395934,0.0,0.0,-1.64,BULL
RUNE,2021-12-03,2021-12-06,3,-0.017313114422578053,-1731.3114422578053,-3.46,0.0,-3.46,BULL
SNX,2021-12-03,2021-12-06,3,-0.009180051474966321,-918.0051474966322,-1.84,0.0,-2.29,BULL
UMA,2021-12-03,2021-12-06,3,-0.008572495226607241,-857.2495226607241,-1.71,0.0,-2.29,BULL
UNI,2021-12-03,2021-12-06,3,0.017881094417269438,1788.1094417269437,3.58,3.58,0.0,BULL
ZEN,2021-12-03,2021-12-06,3,-0.015213289445990761,-1521.328944599076,-3.04,0.0,-3.3,BULL
BTC,2021-12-03,2021-12-09,6,-0.007122600318467861,-712.2600318467861,-1.42,0.0,-1.42,BULL
CAKE,2021-12-03,2021-12-09,6,-0.006443592207522901,-644.3592207522902,-1.29,0.0,-1.73,BULL
DOGE,2021-12-06,2021-12-09,3,-0.004497074973405871,-449.7074973405871,-0.9,0.07,-0.9,BULL
FIL,2021-12-03,2021-12-09,6,-0.018854890729995515,-1885.4890729995514,-3.77,0.0,-3.77,BULL
LINK,2021-12-03,2021-12-09,6,-0.009414306022440314,-941.4306022440314,-1.88,0.0,-2.45,BULL
LTC,2021-12-06,2021-12-09,3,-0.005859964606596901,-585.9964606596901,-1.17,0.37,-1.17,BULL
VET,2021-12-06,2021-12-09,3,-0.008604227493983527,-860.4227493983527,-1.72,0.13,-1.72,BULL
XRP,2021-12-06,2021-12-09,3,0.0034144885120182687,341.44885120182687,0.68,0.72,-0.21,BULL
ADA,2021-12-09,2021-12-12,3,0.0026604353599257004,266.04353599257,0.53,0.6,-0.78,BULL
ATOM,2021-12-09,2021-12-12,3,0.005340254250076102,534.0254250076102,1.07,1.07,0.0,BULL
CRV,2021-12-09,2021-12-12,3,0.0031451520453637033,314.51520453637033,0.63,0.63,-1.17,BULL
DASH,2021-12-09,2021-12-12,3,0.0009621549935027567,96.21549935027568,0.19,0.35,-0.32,BULL
DUSK,2021-12-09,2021-12-12,3,0.027919721429094206,2791.9721429094207,5.58,5.58,0.0,BULL
ROSE,2021-12-09,2021-12-12,3,0.015893969405760846,1589.3969405760845,3.18,3.18,-0.51,BULL
ZEN,2021-12-09,2021-12-12,3,0.0011212509882476138,112.12509882476138,0.22,0.22,-0.57,BULL
BNB,2021-12-12,2021-12-15,3,-0.00424348251460882,-424.34825146088195,-0.85,0.0,-1.75,BULL
FET,2021-12-12,2021-12-15,3,-0.007342893723463202,-734.2893723463202,-1.47,0.0,-2.7,BULL
LPT,2021-12-06,2021-12-15,9,-0.01797659292853892,-1797.6592928538919,-3.6,0.0,-5.52,BULL
NEAR,2021-12-12,2021-12-15,3,-0.006048803845203384,-604.8803845203385,-1.21,0.0,-2.49,BULL
POL,2021-12-09,2021-12-15,6,0.011391806425879093,1139.1806425879092,2.28,2.28,-0.35,BULL
RUNE,2021-12-09,2021-12-15,6,-0.0036183229708382477,-361.83229708382476,-0.72,0.26,-2.0,BULL
SNX,2021-12-12,2021-12-15,3,-0.004363322997381866,-436.3322997381866,-0.87,0.0,-1.8,BULL
STORJ,2021-12-03,2021-12-15,12,-0.02035979741472288,-2035.979741472288,-4.07,0.0,-5.5,BULL
TRX,2021-12-06,2021-12-15,9,0.00020124442528328206,20.124442528328206,0.04,0.98,-0.48,BULL
ARB,2021-12-15,2021-12-18,3,-0.0013896808355362493,-138.96808355362492,-0.28,0.0,-0.37,BULL
CHZ,2021-12-15,2021-12-18,3,-0.0018358445636208524,-183.58445636208523,-0.37,0.0,-0.53,BULL
LINK,2021-12-15,2021-12-18,3,-0.000310223627279462,-31.0223627279462,-0.06,0.0,-0.47,BULL
TON,2021-12-12,2021-12-18,6,-0.006591849682793245,-659.1849682793245,-1.32,0.0,-1.63,BULL
UNI,2021-12-09,2021-12-18,9,-0.001313502537446597,-131.3502537446597,-0.26,0.57,-0.4,BULL
VTHO,2021-12-09,2021-12-18,9,-0.0073160469036502645,-731.6046903650265,-1.46,0.16,-2.19,BULL
XLM,2021-12-15,2021-12-18,3,-0.002043729227679504,-204.3729227679504,-0.41,0.0,-0.41,BULL
DUSK,2021-12-18,2021-12-21,3,0.007184964674726671,718.4964674726671,1.44,1.44,-0.7,NEUTRAL
ETH,2021-12-15,2021-12-21,6,1.4098690435156028e-05,1.4098690435156027,0.0,0.0,-0.21,BULL
LTC,2021-12-18,2021-12-21,3,0.0014041590829723884,140.41590829723884,0.28,0.28,0.0,NEUTRAL
VET,2021-12-15,2021-12-21,6,4.1775313684422376e-05,4.177531368442238,0.01,0.09,-0.37,BULL
AAVE,2021-12-21,2021-12-24,3,0.01342038113429757,1342.038113429757,2.68,2.68,0.0,BULL
AVAX,2021-12-18,2021-12-24,6,-0.0002891788910906177,-28.917889109061772,-0.06,0.39,-0.48,NEUTRAL
AXS,2021-12-18,2021-12-24,6,0.0026973403635176477,269.73403635176476,0.54,0.7,-0.24,NEUTRAL
BCH,2021-12-18,2021-12-24,6,0.001100065408183026,110.0065408183026,0.22,0.27,-0.08,NEUTRAL
BNB,2021-12-21,2021-12-24,3,0.0007796548738212851,77.96548738212852,0.16,0.24,0.0,BULL
ETC,2021-12-15,2021-12-24,9,0.001143201137257197,114.32011372571971,0.23,0.24,-0.3,BULL
POL,2021-12-21,2021-12-24,3,-0.0035145553755458465,-351.4555375545847,-0.7,0.0,-0.7,BULL
SNX,2021-12-21,2021-12-24,3,0.002050725519344722,205.0725519344722,0.41,0.77,0.0,BULL
ZEC,2021-12-09,2021-12-24,15,0.00032359759360597266,32.359759360597266,0.06,0.49,-1.88,BULL
ZEN,2021-12-18,2021-12-24,6,0.002637604160796238,263.7604160796238,0.53,0.72,-0.43,NEUTRAL
ADA,2021-12-15,2021-12-27,12,0.004303539387323472,430.3539387323472,0.86,0.86,-0.44,BULL
ATOM,2021-12-24,2021-12-27,3,0.00568465099747858,568.4650997478581,1.14,2.11,0.0,BULL
BTC,2021-12-15,2021-12-27,12,0.0013829207622814482,138.29207622814482,0.28,0.3,-0.45,BULL
CRV,2021-12-24,2021-12-27,3,0.0010139990735446892,101.39990735446892,0.2,1.44,0.0,BULL
DASH,2021-12-15,2021-12-27,12,0.0038621826668037785,386.21826668037784,0.77,0.77,-0.36,BULL
DOGE,2021-12-24,2021-12-27,3,0.00045062368488840384,45.062368488840384,0.09,0.33,0.0,BULL
ETH,2021-12-24,2021-12-27,3,-0.00015150762296249696,-15.150762296249695,-0.03,0.13,-0.03,BULL
FET,2021-12-24,2021-12-27,3,-0.0007694275823897567,-76.94275823897567,-0.15,0.0,-0.37,BULL
FIL,2021-12-18,2021-12-27,9,0.0030593600434174924,305.93600434174925,0.61,0.61,-0.34,NEUTRAL
STORJ,2021-12-24,2021-12-27,3,0.0035278603217878753,352.78603217878754,0.71,0.84,0.0,BULL
XRP,2021-12-24,2021-12-27,3,0.0011214264324984067,112.14264324984067,0.22,0.22,0.0,BULL
CAKE,2021-12-27,2021-12-30,3,-0.005606333455740202,-560.6333455740203,-1.12,0.0,-1.35,BULL
CHZ,2021-12-27,2021-12-30,3,-0.01031437746454501,-1031.437746454501,-2.06,0.0,-2.23,BULL
INJ,2021-12-24,2021-12-30,6,-0.0015169448084960614,-151.69448084960615,-0.3,1.48,-0.47,BULL
ROSE,2021-12-27,2021-12-30,3,0.01365782523450772,1365.782523450772,2.73,2.73,-0.01,BULL
SNX,2021-12-27,2021-12-30,3,-0.009366031237967717,-936.6031237967717,-1.87,0.0,-2.13,BULL
UMA,2021-12-24,2021-12-30,6,-0.0016496942715037667,-164.96942715037667,-0.33,1.38,-0.38,BULL
UNI,2021-12-27,2021-12-30,3,-0.004394810621107634,-439.4810621107634,-0.88,0.0,-1.15,BULL
VET,2021-12-27,2021-12-30,3,-0.009706989535488608,-970.6989535488608,-1.94,0.0,-2.33,BULL
XLM,2021-12-27,2021-12-30,3,-0.006778674358755013,-677.8674358755013,-1.36,0.0,-1.44,BULL
ZEC,2021-12-27,2021-12-30,3,-0.006319207496450633,-631.9207496450632,-1.26,0.0,-1.83,BULL
ADA,2021-12-30,2022-01-02,3,0.00038861759687898147,38.86175968789815,0.08,0.08,-0.23,NEUTRAL
BCH,2021-12-30,2022-01-02,3,0.0014437492389383882,144.37492389383883,0.29,0.29,-0.02,NEUTRAL
DASH,2021-12-30,2022-01-02,3,0.0019448533847037006,194.48533847037007,0.39,0.39,0.0,NEUTRAL
DOT,2021-12-15,2022-01-02,18,0.0028579399388305245,285.79399388305245,0.57,0.9,-0.76,BULL
ETC,2021-12-27,2022-01-02,6,-0.004332803555539052,-433.28035555390517,-0.87,0.0,-1.38,BULL
FET,2021-12-30,2022-01-02,3,0.0041106245020538675,411.06245020538677,0.82,0.82,0.0,NEUTRAL
LINK,2021-12-24,2022-01-02,9,0.001069773835613456,106.9773835613456,0.21,0.89,-1.18,BULL
LTC,2021-12-30,2022-01-02,3,0.0006421101065030025,64.21101065030025,0.13,0.13,-0.08,NEUTRAL
SOL,2021-12-27,2022-01-02,6,-0.006294485812888589,-629.4485812888589,-1.26,0.0,-1.69,BULL
STORJ,2021-12-30,2022-01-02,3,0.002778964026267249,277.89640262672486,0.56,0.56,-0.08,NEUTRAL
VTHO,2021-12-30,2022-01-02,3,-6.392469415177883e-05,-6.392469415177883,-0.01,0.0,-0.31,NEUTRAL
XRP,2021-12-30,2022-01-02,3,0.0007989727106923424,79.89727106923425,0.16,0.16,-0.07,NEUTRAL
ZEN,2021-12-27,2022-01-02,6,-0.0057963487871454085,-579.6348787145408,-1.16,0.0,-2.21,BULL
BNB,2021-12-30,2022-01-05,6,-0.0031797400732769586,-317.97400732769586,-0.64,0.17,-0.64,NEUTRAL
ETH,2022-01-02,2022-01-05,3,-0.009388062710548956,-938.8062710548955,-1.88,0.0,-1.88,NEUTRAL
ROSE,2022-01-02,2022-01-05,3,-0.010245313971518193,-1024.5313971518192,-2.05,0.64,-2.05,NEUTRAL
BTC,2021-12-30,2022-01-08,9,-0.004694269381303808,-469.4269381303808,-0.94,0.08,-0.97,NEUTRAL
CHZ,2022-01-05,2022-01-08,3,-0.0031046140853906324,-310.46140853906326,-0.62,0.03,-0.62,NEUTRAL
LINK,2022-01-05,2022-01-08,3,3.514503517538408e-05,3.514503517538408,0.01,0.13,-0.02,NEUTRAL
RENDER,2022-01-05,2022-01-08,3,-0.0062995719206469444,-629.9571920646945,-1.26,0.0,-1.26,NEUTRAL
UMA,2022-01-05,2022-01-08,3,-0.006601209782056864,-660.1209782056864,-1.32,0.0,-1.32,NEUTRAL
XLM,2022-01-05,2022-01-08,3,-0.0013562995655574048,-135.62995655574048,-0.27,0.02,-0.27,NEUTRAL
ZEC,2022-01-05,2022-01-08,3,0.0014676912943819664,146.76912943819664,0.29,0.29,0.0,NEUTRAL
HBAR,2022-01-05,2022-01-11,6,-0.0015680573125549178,-156.8057312554918,-0.31,0.14,-0.65,NEUTRAL
INJ,2022-01-05,2022-01-11,6,-0.0020164719947241287,-201.64719947241286,-0.4,0.0,-0.76,NEUTRAL
SHIB,2022-01-05,2022-01-11,6,-0.002215534492516183,-221.5534492516183,-0.44,0.21,-0.68,NEUTRAL
STORJ,2022-01-08,2022-01-11,3,0.0015555916463152115,155.55916463152116,0.31,0.31,-0.01,NEUTRAL
VET,2022-01-05,2022-01-11,6,-0.003508215597220704,-350.8215597220704,-0.7,0.0,-1.03,NEUTRAL
ZEN,2022-01-08,2022-01-11,3,0.0008660574546948685,86.60574546948685,0.17,0.17,-0.17,NEUTRAL
AVAX,2022-01-05,2022-01-14,9,-0.002761002919557856,-276.10029195578556,-0.55,0.0,-1.05,NEUTRAL
AXS,2022-01-08,2022-01-14,6,0.0015988674774576694,159.88674774576694,0.32,0.76,-0.23,NEUTRAL
CHZ,2022-01-11,2022-01-14,3,0.0004984212989280078,49.84212989280078,0.1,0.32,0.0,NEUTRAL
COTI,2022-01-05,2022-01-14,9,-0.003243044699750413,-324.3044699750413,-0.65,0.02,-1.11,NEUTRAL
CRV,2022-01-11,2022-01-14,3,0.0045146572838659065,451.4657283865906,0.9,0.9,0.0,NEUTRAL
DUSK,2022-01-11,2022-01-14,3,0.01191836441538201,1191.8364415382011,2.38,2.38,0.0,NEUTRAL
ETH,2022-01-08,2022-01-14,6,0.0023969608158325366,239.69608158325366,0.48,0.61,-0.02,NEUTRAL
PENDLE,2022-01-08,2022-01-14,6,0.0008087406683770697,80.87406683770696,0.16,0.89,-0.1,NEUTRAL
POL,2022-01-08,2022-01-14,6,0.003056399597387965,305.6399597387965,0.61,2.12,-0.91,NEUTRAL
RENDER,2022-01-11,2022-01-14,3,0.0006131814157602904,61.31814157602904,0.12,0.84,0.0,NEUTRAL
SOL,2022-01-05,2022-01-14,9,-0.002006347508702686,-200.63475087026862,-0.4,0.0,-0.89,NEUTRAL
TRX,2022-01-11,2022-01-14,3,0.0012907072248528957,129.07072248528956,0.26,0.29,0.0,NEUTRAL
XRP,2022-01-08,2022-01-14,6,0.00112554737262647,112.554737262647,0.23,0.43,-0.07,NEUTRAL
ADA,2022-01-14,2022-01-17,3,0.015108865895525564,1510.8865895525564,3.02,3.02,0.0,BEAR
DOGE,2022-01-14,2022-01-17,3,-0.004732993919032258,-473.2993919032258,-0.95,0.11,-0.95,BEAR
NEAR,2022-01-14,2022-01-17,3,-0.009740054700530687,-974.0054700530687,-1.95,0.0,-1.95,BEAR
ROSE,2022-01-11,2022-01-17,6,0.003559870557929259,355.9870557929259,0.71,1.56,0.0,NEUTRAL
SHIB,2022-01-14,2022-01-17,3,-0.004692902542240616,-469.2902542240616,-0.94,0.0,-0.94,BEAR
VTHO,2022-01-05,2022-01-17,12,-0.005094986889079389,-509.4986889079389,-1.02,0.0,-1.04,NEUTRAL
XLM,2022-01-14,2022-01-17,3,-0.002887142452385267,-288.7142452385267,-0.58,0.0,-0.58,BEAR
ADA,2023-01-15,2023-01-18,3,-0.004197855441728779,-419.7855441728779,-0.84,0.0,-0.84,BULL
BTC,2023-01-15,2023-01-18,3,-0.0005577422904041677,-55.77422904041677,-0.11,0.17,-0.11,BULL
DUSK,2023-01-15,2023-01-18,3,-0.005049055619371936,-504.90556193719357,-1.01,0.23,-1.01,BULL
INJ,2023-01-15,2023-01-18,3,-0.006277780306034816,-627.7780306034816,-1.26,0.0,-1.26,BULL
ZEC,2023-01-15,2023-01-18,3,-0.0025946247060552037,-259.46247060552037,-0.52,0.0,-0.59,BULL
COTI,2023-01-15,2023-01-21,6,0.004936329506360045,493.63295063600447,0.99,0.99,-0.94,BULL
HBAR,2023-01-15,2023-01-21,6,0.022361446073029808,2236.1446073029806,4.47,4.71,0.0,BULL
YGG,2023-01-15,2023-01-21,6,-0.004589418265580715,-458.9418265580715,-0.92,0.0,-2.23,BULL
ZEN,2023-01-18,2023-01-21,3,0.006778111556758983,677.8111556758984,1.36,1.38,0.0,BULL
BTC,2023-01-21,2023-01-24,3,-0.0003890684098579756,-38.90684098579756,-0.08,0.09,-0.08,BULL
ETH,2023-01-15,2023-01-24,9,0.00020509555308165488,20.50955530816549,0.04,1.03,-0.37,BULL
GAS,2023-01-18,2023-01-24,6,0.0042408850138132385,424.08850138132385,0.85,1.61,0.0,BULL
POL,2023-01-18,2023-01-24,6,-0.0032317817335462237,-323.1781733546224,-0.65,0.0,-0.65,BULL
UMA,2023-01-15,2023-01-24,9,0.010783152880187694,1078.3152880187695,2.16,2.16,-0.33,BULL
ADA,2023-01-24,2023-01-27,3,0.004949421333494861,494.9421333494861,0.99,0.99,0.0,BULL
APT,2023-01-24,2023-01-27,3,5.0041166578769974e-05,5.004116657876997,0.01,0.01,-0.03,BULL
CHZ,2023-01-24,2023-01-27,3,0.002190073208325334,219.0073208325334,0.44,0.44,0.0,BULL
CRV,2023-01-21,2023-01-27,6,0.00883114688691591,883.114688691591,1.77,1.77,-0.03,BULL
DUSK,2023-01-21,2023-01-27,6,0.022309753145149044,2230.9753145149043,4.46,4.46,0.0,BULL
STORJ,2023-01-24,2023-01-27,3,0.010338948357877627,1033.8948357877628,2.07,2.07,0.0,BULL
VET,2023-01-18,2023-01-27,9,0.014402514783879342,1440.2514783879342,2.88,2.88,0.0,BULL
XLM,2023-01-15,2023-01-27,12,0.0030293742924580223,302.9374292458022,0.61,0.86,-0.79,BULL
XRP,2023-01-21,2023-01-27,6,0.0014816176702132627,148.16176702132626,0.3,0.68,-0.08,BULL
YGG,2023-01-24,2023-01-27,3,0.009417408646379343,941.7408646379342,1.88,1.88,0.0,BULL
AR,2023-01-27,2023-01-30,3,-0.0017123042526499999,-171.23042526499998,-0.34,0.71,-0.34,BULL
CAKE,2023-01-18,2023-01-30,12,0.007744713095249033,774.4713095249033,1.55,2.04,0.0,BULL
PENDLE,2023-01-15,2023-01-30,15,-0.016569291502046612,-1656.9291502046613,-3.31,0.0,-4.62,BULL
ROSE,2023-01-15,2023-01-30,15,0.003797527714403796,379.7527714403796,0.76,2.25,-1.26,BULL
TON,2023-01-15,2023-01-30,15,0.005676310740989714,567.6310740989715,1.14,1.23,-0.2,BULL
VTHO,2023-01-15,2023-01-30,15,-1.474514954580286e-17,-1.474514954580286e-12,-0.0,1.17,-0.91,BULL
APT,2023-01-30,2023-02-02,3,-9.627314784608825e-05,-9.627314784608826,-0.02,0.04,-0.02,BULL
ATOM,2023-01-30,2023-02-02,3,0.006192280896258397,619.2280896258397,1.24,1.69,0.0,BULL
BNB,2023-01-27,2023-02-02,6,0.003021586778284309,302.15867782843094,0.6,0.6,-0.08,BULL
CRV,2023-01-30,2023-02-02,3,0.004026871052215856,402.6871052215856,0.81,1.4,0.0,BULL
